date,market_id,name,market_score,revenue,adr,revpar,occupancy_rate,available_listings,booked_listings,days_available,days_booked,listing_count,days_avg,lead_time_0_6,lead_time_7_14,lead_time_15_30,lead_time_31_60,lead_time_61_90,lead_time_91_None
2026-01,89971,San Miguel de Tucuman,93.751,505.0236842105263,21.03,16.8,52.59,20,187,3195,2940,434.0,6.37,622.0,135.0,95.0,84.0,22.0,33.0
2026-01,89972,La Cumbre,53.48,1618.929824561404,51.15,61.6,67.34,1,59,688,1039,117.0,7.44,66.0,35.0,42.0,41.0,14.0,21.0
2026-01,89979,La Rioja,93.732,418.59375,28.89,14.27,26.19,8,29,927,215,85.0,4.92,74.0,20.0,16.0,18.0,8.0,13.0
2026-01,89988,Rio Cuarto,95.224,552.6666666666666,24.38,18.26,48.48,3,40,681,576,91.0,3.22,173.0,34.0,35.0,19.0,11.0,10.0
2026-01,89991,Formosa,91.919,553.375,23.58,18.18,51.19,4,33,570,538,79.0,4.09,125.0,30.0,31.0,19.0,5.0,2.0
2026-01,89992,Posadas,94.727,602.1425619834711,21.88,20.47,49.76,17,247,4223,3553,520.0,4.16,747.0,249.0,200.0,143.0,57.0,76.0
2026-01,89993,San Carlos de Bariloche,79.429,1848.707925636008,51.48,66.22,80.66,20,2201,14279,49757,4149.0,5.57,3847.0,1760.0,2509.0,3145.0,2062.0,2727.0
2026-01,89997,Rio Grande,93.501,584.1111111111111,31.24,19.21,49.48,3,34,645,478,85.0,5.74,93.0,25.0,26.0,26.0,15.0,18.0
2026-01,90004,San Fernando del Valle de Catamarca,85.54,446.2471910112359,27.23,14.47,39.39,21,42,1383,462,164.0,3.0,158.0,42.0,33.0,20.0,2.0,11.0
2026-01,90005,Villa Maria,81.664,539.3956043956044,22.38,19.63,47.79,8,42,885,583,105.0,4.44,143.0,45.0,29.0,20.0,8.0,6.0
2026-01,90009,Colonia Chapadmalal,54.024,2487.36935483871,60.25,91.38,76.78,2,283,2310,6011,628.0,5.7,470.0,351.0,476.0,391.0,149.0,198.0
2026-01,90010,Necochea,55.784,1478.53813559322,44.51,57.06,82.69,3,173,1280,3869,478.0,6.49,409.0,212.0,283.0,257.0,125.0,65.0
2026-01,90015,Ushuaia,85.402,1584.266808209483,38.34,54.56,79.26,10,746,4893,17260,1440.0,4.52,1793.0,648.0,809.0,1123.0,802.0,1485.0
2026-01,90022,Villa Carlos Paz,57.393,1488.042071197411,47.11,56.29,74.7,7,471,4327,9465,1261.0,5.65,1060.0,643.0,756.0,735.0,360.0,281.0
2026-01,90025,La Plata,99.226,610.5783783783784,24.66,19.47,55.28,83,297,6023,5013,787.0,8.02,664.0,181.0,166.0,137.0,50.0,71.0
2026-01,90046,Chascomus,62.203,1241.11811023622,44.34,46.9,63.67,0,60,674,1013,130.0,4.17,177.0,106.0,88.0,72.0,19.0,13.0
2026-01,90049,Tanti,54.931,863.1149425287356,42.12,34.13,66.49,1,32,411,498,92.0,4.56,95.0,44.0,54.0,29.0,11.0,8.0
2026-01,90055,Cosquin,56.591,995.0222222222222,39.03,49.48,68.78,1,41,614,617,136.0,5.09,103.0,65.0,66.0,61.0,46.0,58.0
2026-01,90066,Villa La Angostura,65.376,3226.550156739812,78.44,116.53,83.32,5,310,1571,7185,652.0,4.8,412.0,269.0,374.0,567.0,428.0,873.0
2026-01,90091,Puerto Iguazu,96.995,732.5127020785219,25.67,25.44,56.91,11,265,3834,4397,907.0,3.26,1579.0,582.0,627.0,527.0,286.0,398.0
2026-01,90112,Quequen,49.448,1723.4453125,54.65,66.71,76.81,0,59,473,1219,129.0,5.92,124.0,66.0,64.0,57.0,15.0,34.0
2026-01,90127,Esquel,41.924,844.7801047120419,35.19,30.44,60.4,0,100,1278,1678,193.0,3.72,245.0,76.0,94.0,126.0,64.0,98.0
2026-01,90154,Costa Esmeralda,53.804,5707.805327868852,222.1,244.55,89.7,4,221,721,4414,499.0,8.39,93.0,72.0,135.0,191.0,143.0,286.0
2026-01,90167,San Clemente del Tuyu,63.489,1080.158620689655,37.74,40.84,67.7,0,51,629,832,150.0,5.69,152.0,72.0,78.0,74.0,40.0,38.0
2026-01,90173,Carhue,61.379,424.1764705882353,22.33,14.99,39.36,0,13,250,148,18.0,2.11,45.0,14.0,10.0,4.0,5.0,1.0
2026-01,90180,Carmen de Patagones,67.753,755.9230769230769,41.53,25.01,44.92,0,10,170,137,13.0,4.21,13.0,4.0,7.0,7.0,6.0,1.0
2026-01,90184,Lago Puelo,67.366,978.9206349206348,31.44,35.74,64.69,2,51,612,980,130.0,4.41,113.0,49.0,69.0,94.0,59.0,65.0
2026-01,90203,Las Grutas,63.186,1594.673913043478,53.6,59.67,77.02,0,101,780,2068,332.0,5.28,373.0,191.0,202.0,181.0,108.0,76.0
2026-01,90206,Villa Elisa,43.443,702.5,40.11,21.54,36.14,4,10,304,116,23.0,3.15,21.0,14.0,21.0,7.0,3.0,2.0
2026-01,90220,Choele Choel,77.082,549.7857142857143,36.42,20.92,48.48,0,9,151,112,14.0,2.5,26.0,10.0,17.0,5.0,0.0,2.0
2026-01,90251,Dina Huapi,56.289,1864.846715328467,42.25,67.55,83.08,1,63,328,1483,139.0,4.87,125.0,57.0,95.0,90.0,69.0,97.0
2026-01,90254,San Pedro,,65.0,16.25,2.1,12.9,0,1,27,4,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
2026-01,90258,La Quiaca,12.246,297.0,11.22,9.58,26.61,0,4,91,33,5.0,1.55,23.0,1.0,2.0,1.0,1.0,1.0
2026-01,90266,Miramar,64.361,1552.913043478261,54.65,59.43,76.07,0,11,97,213,23.0,3.37,30.0,33.0,25.0,24.0,10.0,10.0
2026-01,90278,Claromeco,51.097,1495.697674418605,60.17,61.02,78.39,1,9,81,214,44.0,5.47,45.0,27.0,29.0,14.0,10.0,11.0
2026-01,90282,Sierra de la Ventana,58.591,1124.714285714286,45.33,41.01,53.03,1,25,364,367,50.0,4.52,73.0,29.0,30.0,14.0,4.0,7.0
2026-01,90294,Humahuaca,75.804,397.6071428571428,32.32,13.45,53.57,0,8,115,120,31.0,3.08,46.0,9.0,14.0,8.0,3.0,9.0
2026-01,90309,Mar del Sur,41.843,1328.846153846154,49.27,54.55,77.05,0,19,144,376,39.0,6.93,22.0,17.0,14.0,8.0,5.0,17.0
2026-01,90330,Puerto Esperanza,,223.5,27.55,7.58,0.0,0,0,0,0,4.0,2.31,8.0,1.0,1.0,2.0,1.0,0.0
2026-01,90360,Las Gaviotas,68.373,3055.950276243094,85.05,119.57,88.08,1,85,354,2010,183.0,7.56,83.0,60.0,88.0,120.0,79.0,85.0
2026-01,90398,Epuyen,,81.0,0.0,20.25,0.0,0,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2026-01,102211,Salta,88.225,670.5761741122566,21.47,23.01,59.99,24,388,5273,6723,952.0,4.64,1415.0,456.0,455.0,372.0,224.0,253.0
2026-01,102249,San Martín de los Andes,60.348,2165.017783857729,68.42,80.47,81.68,7,713,4691,15632,1485.0,5.08,1188.0,788.0,1121.0,1246.0,771.0,1077.0
2026-01,102804,Santa Fe,90.331,545.3574144486691,25.93,17.81,46.4,16,151,2878,2092,305.0,6.05,384.0,91.0,65.0,47.0,13.0,23.0
2026-01,103046,San Salvador de Jujuy,76.677,506.8085808580858,20.93,17.9,49.09,11,127,2335,1814,339.0,3.91,485.0,124.0,107.0,86.0,38.0,57.0
2026-01,103869,Corrientes,85.623,852.0594900849858,32.03,30.75,62.91,4,145,1829,2546,371.0,4.02,696.0,242.0,226.0,144.0,58.0,74.0
2026-01,82014946,Merlo,58.153,1248.833333333333,37.52,45.9,70.12,0,87,904,1612,216.0,5.88,146.0,88.0,150.0,135.0,45.0,45.0
2026-01,82014947,Lujan de Cuyo,69.593,1644.515196441809,53.27,56.2,60.26,82,717,10311,12525,1563.0,5.48,1153.0,506.0,639.0,617.0,392.0,477.0
2026-01,82014948,Ciudad de San Rafael,60.262,760.3277310924369,25.6,28.32,61.41,2,157,2056,2637,365.0,4.78,387.0,165.0,211.0,178.0,80.0,167.0
2026-01,82015165,Pinamar,56.287,3241.419567607182,95.79,131.39,87.31,4,1007,5446,21546,2747.0,7.32,1382.0,889.0,1159.0,1115.0,902.0,1672.0
2026-01,82015398,Villa Catedral,58.909,1440.140625,78.49,55.83,63.05,2,96,1200,1587,195.0,6.49,130.0,44.0,67.0,68.0,28.0,67.0
2026-01,82015430,Villa Gesell,50.037,1721.906141367323,52.27,66.87,81.98,2,287,2133,6067,871.0,6.94,675.0,409.0,447.0,443.0,232.0,268.0
2026-01,82015492,El Bolson,65.875,1124.137299771167,39.7,41.4,72.61,2,193,1942,3821,442.0,4.25,518.0,215.0,312.0,378.0,195.0,214.0
2026-01,82015515,Santiago del Estero,84.642,602.2108843537414,26.05,16.01,36.06,54,68,2741,890,280.0,5.37,191.0,50.0,45.0,19.0,6.0,11.0
2026-01,82015553,San Nicolas de los Arroyos,68.606,984.0581395348836,41.49,29.34,45.43,8,49,1016,706,113.0,4.17,150.0,45.0,44.0,24.0,10.0,16.0
2026-01,82015643,Concepcion del Uruguay,66.067,1052.777777777778,33.56,36.15,61.41,3,65,867,1181,142.0,4.56,207.0,96.0,86.0,42.0,24.0,25.0
2026-01,82015644,Concordia,77.345,739.78,29.96,25.67,50.25,2,77,1275,1110,154.0,4.39,207.0,65.0,75.0,64.0,26.0,21.0
2026-01,82015645,Gualeguaychu,62.77,846.0121457489879,46.88,34.75,52.78,2,100,1664,1321,251.0,3.26,354.0,173.0,136.0,96.0,40.0,38.0
2026-01,82015646,Mar de Ajo,58.753,1264.197860962567,37.89,50.14,80.29,0,73,717,1430,188.0,5.86,193.0,100.0,123.0,106.0,37.0,43.0
2026-01,82015647,Monte Hermoso,51.592,2713.114478114478,77.12,106.69,88.6,0,130,682,3048,298.0,7.1,181.0,136.0,169.0,163.0,87.0,101.0
2026-01,82015649,Municipio de Rio Gallegos,91.205,590.2207792207793,24.07,21.21,47.8,2,35,617,488,79.0,4.23,165.0,45.0,39.0,29.0,22.0,51.0
2026-01,82015650,Municipio de Trelew,94.548,703.6478873239437,45.58,24.74,53.63,2,39,610,605,76.0,2.67,135.0,43.0,62.0,37.0,15.0,19.0
2026-01,82015651,Municipio la Falda,63.624,962.2424242424242,35.78,35.83,66.42,3,52,712,890,105.0,7.65,89.0,40.0,55.0,42.0,22.0,14.0
2026-01,82015652,Municipio Puerto Madryn,71.062,1328.0672,40.55,48.14,74.27,3,316,2754,6431,636.0,5.95,594.0,310.0,307.0,416.0,176.0,238.0
2026-01,82015653,Rafaela,81.762,860.5,35.22,27.79,55.92,2,12,193,222,34.0,5.17,46.0,13.0,15.0,14.0,2.0,2.0
2026-01,82015654,San Luis,91.002,553.6923076923077,21.69,18.91,58.74,1,30,447,494,99.0,3.23,173.0,74.0,63.0,44.0,15.0,17.0
2026-01,82015655,Termas de Rio Hondo,59.636,519.3076923076923,26.0,12.32,28.87,5,3,207,41,34.0,10.04,12.0,3.0,3.0,4.0,2.0,1.0
2026-01,82015656,Viedma,93.25,683.5909090909091,26.97,23.9,56.72,1,29,409,439,72.0,3.39,136.0,36.0,34.0,29.0,9.0,13.0
2026-01,82015657,Municipio de El Calafate,82.346,1460.413752913753,44.82,50.15,71.3,6,272,2607,5581,883.0,2.84,1627.0,660.0,816.0,1157.0,709.0,1321.0
2026-01,82015659,Parana,81.829,817.4784946236559,23.45,27.65,51.62,12,104,1828,1654,202.0,4.83,266.0,95.0,69.0,50.0,24.0,20.0
2025-12,5,Buenos Aires,96.217,1215.567036167975,29.93,40.16,73.79,709,10597,95553,233561,26929.0,6.08,27565.0,12271.0,14675.0,13344.0,6083.0,9394.0
2025-12,89956,Ciudad de Mendoza,87.997,749.4740484429066,25.6,24.82,53.61,59,874,13465,14047,2193.0,4.91,2261.0,860.0,1144.0,958.0,445.0,844.0
2025-12,89957,Cordoba,96.734,720.2709755118426,24.01,24.83,58.5,68,1143,16050,19449,2695.0,4.72,3654.0,1360.0,1516.0,853.0,270.0,396.0
2025-12,89961,Mar del Plata,60.052,859.7516099356026,39.63,36.95,49.58,155,2526,48052,30027,5858.0,6.27,3052.0,1770.0,2254.0,2003.0,967.0,1311.0
2025-12,89962,Colonia Caroya,53.798,895.5,0.0,33.79,7.41,0,1,29,2,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0
2025-12,89963,Rosario,97.674,647.7672336615935,22.33,21.3,55.97,55,581,9043,9690,1238.0,4.82,1768.0,612.0,585.0,464.0,138.0,166.0
2025-12,89966,Bahia Blanca,97.943,839.7109375,31.01,29.07,66.27,5,135,1654,2552,275.0,4.25,471.0,183.0,198.0,122.0,60.0,66.0
2025-12,89967,Tandil,75.122,980.1018867924528,37.92,32.56,40.96,33,279,5667,3461,609.0,4.57,387.0,235.0,284.0,251.0,127.0,213.0
2025-12,89968,Neuquen,94.115,1061.50936329588,39.49,36.28,59.34,11,139,2038,2320,301.0,4.11,445.0,173.0,144.0,108.0,51.0,49.0
2025-12,89970,Resistencia,93.16,551.1455696202531,22.91,17.28,47.25,8,81,1530,1152,191.0,4.34,204.0,96.0,76.0,59.0,23.0,51.0
2025-12,89971,San Miguel de Tucuman,93.751,505.5376623376623,21.33,17.08,53.97,21,186,3324,2869,444.0,5.21,568.0,177.0,177.0,98.0,41.0,55.0
2025-12,89972,La Cumbre,53.48,688.6279069767442,45.07,29.09,35.17,7,46,1093,440,99.0,6.54,23.0,18.0,41.0,22.0,19.0,24.0
2025-12,89979,La Rioja,93.732,433.3194444444445,24.99,16.79,32.82,5,31,806,258,83.0,3.43,93.0,19.0,21.0,17.0,9.0,7.0
2025-12,89988,Rio Cuarto,95.224,613.4651162790698,24.97,21.54,49.02,3,42,713,601,94.0,3.56,156.0,70.0,59.0,37.0,6.0,13.0
2025-12,89991,Formosa,91.919,532.1875,20.23,19.91,55.04,3,34,609,486,73.0,4.41,116.0,28.0,38.0,21.0,12.0,7.0
2025-12,89992,Posadas,94.727,546.3875802997859,20.96,20.59,48.52,11,238,4418,3040,503.0,4.72,557.0,221.0,217.0,189.0,75.0,111.0
2025-12,89993,San Carlos de Bariloche,79.429,1095.752796099799,43.55,42.8,57.81,88,1914,29685,28425,3688.0,5.42,2647.0,1042.0,1551.0,1914.0,990.0,1867.0
2025-12,89997,Rio Grande,93.501,691.038961038961,31.28,23.78,51.34,0,33,501,498,82.0,3.59,112.0,51.0,50.0,24.0,10.0,14.0
2025-12,90004,San Fernando del Valle de Catamarca,85.54,366.9693251533743,28.03,13.15,28.53,1,59,1311,483,167.0,3.01,166.0,74.0,76.0,48.0,20.0,29.0
2025-12,90005,Villa Maria,81.664,506.3176470588235,21.81,18.83,52.76,1,45,714,640,89.0,3.93,112.0,54.0,39.0,17.0,7.0,28.0
2025-12,90009,Colonia Chapadmalal,54.024,1138.558270676692,50.23,53.02,49.32,5,245,4556,2811,549.0,5.99,273.0,179.0,201.0,244.0,106.0,143.0
2025-12,90010,Necochea,55.784,646.846875,37.31,36.92,52.26,2,133,2675,1281,329.0,6.39,185.0,90.0,97.0,121.0,50.0,43.0
2025-12,90015,Ushuaia,85.402,1308.328413284133,36.3,46.79,68.69,10,731,7668,14165,1379.0,4.53,1317.0,517.0,759.0,1092.0,634.0,1642.0
2025-12,90022,Villa Carlos Paz,57.393,1057.334494773519,38.68,42.39,40.12,49,352,8171,3648,1003.0,5.7,535.0,294.0,330.0,291.0,129.0,206.0
2025-12,90025,La Plata,99.226,633.1966145833334,24.29,22.21,57.75,7,368,4840,6084,778.0,4.69,829.0,373.0,442.0,368.0,199.0,422.0
2025-12,90046,Chascomus,62.203,887.0277777777778,44.03,34.44,47.12,2,53,984,622,112.0,3.75,117.0,52.0,90.0,64.0,26.0,24.0
2025-12,90049,Tanti,54.931,569.0,33.29,29.5,39.45,4,20,540,187,63.0,5.44,29.0,22.0,28.0,15.0,4.0,4.0
2025-12,90055,Cosquin,56.591,420.948717948718,30.26,18.16,30.0,5,11,379,108,49.0,4.22,23.0,9.0,17.0,8.0,3.0,3.0
2025-12,90066,Villa La Angostura,65.376,1690.486571879937,71.0,61.06,51.85,5,309,4426,4475,646.0,4.8,267.0,189.0,261.0,329.0,257.0,629.0
2025-12,90091,Puerto Iguazu,96.995,623.8539765319426,23.15,19.56,46.36,41,235,4857,3436,921.0,3.3,1008.0,465.0,582.0,566.0,232.0,513.0
2025-12,90112,Quequen,49.448,636.8080808080808,52.86,41.42,44.21,0,46,953,351,99.0,7.05,57.0,22.0,35.0,23.0,14.0,23.0
2025-12,90127,Esquel,41.924,540.1533333333333,31.8,19.74,40.4,10,80,1793,918,174.0,4.33,141.0,37.0,60.0,63.0,29.0,38.0
2025-12,90154,Costa Esmeralda,53.804,3256.671610169491,197.99,154.49,51.66,7,214,3548,2680,491.0,7.51,66.0,71.0,128.0,192.0,166.0,348.0
2025-12,90167,San Clemente del Tuyu,63.489,536.6559139784946,40.19,25.03,33.8,2,32,788,239,104.0,5.29,45.0,27.0,43.0,23.0,15.0,20.0
2025-12,90173,Carhue,61.379,482.0,27.33,14.36,39.06,2,11,252,141,18.0,3.33,22.0,8.0,6.0,8.0,5.0,5.0
2025-12,90180,Carmen de Patagones,67.753,622.0,39.35,26.51,51.64,0,10,198,110,13.0,3.49,20.0,10.0,8.0,3.0,1.0,1.0
2025-12,90184,Lago Puelo,67.366,592.2747252747253,28.44,23.74,46.12,2,46,891,553,100.0,5.86,60.0,27.0,39.0,29.0,18.0,22.0
2025-12,90203,Las Grutas,63.186,682.020920502092,46.08,34.67,44.95,4,75,1682,628,252.0,5.21,191.0,73.0,81.0,89.0,39.0,29.0
2025-12,90206,Villa Elisa,43.443,376.15,28.88,10.45,19.11,2,13,384,73,30.0,4.02,9.0,11.0,14.0,5.0,1.0,4.0
2025-12,90220,Choele Choel,77.082,267.5,39.5,14.78,27.43,1,6,162,31,11.0,2.19,8.0,3.0,5.0,4.0,4.0,3.0
2025-12,90251,Dina Huapi,56.289,1022.414634146341,35.88,42.98,60.45,0,61,841,949,125.0,6.74,75.0,42.0,57.0,61.0,17.0,69.0
2025-12,90254,San Pedro,,134.0,16.75,4.32,25.81,0,1,23,8,1.0,2.67,1.0,0.0,2.0,0.0,0.0,0.0
2025-12,90258,La Quiaca,12.246,215.5,12.4,8.37,20.39,0,4,103,21,4.0,1.5,7.0,3.0,1.0,2.0,0.0,1.0
2025-12,90266,Miramar,64.361,681.7142857142857,55.67,23.2,41.13,0,10,166,116,23.0,2.59,13.0,14.0,21.0,14.0,13.0,6.0
2025-12,90278,Claromeco,51.097,567.7391304347826,43.79,58.04,86.67,0,6,132,26,23.0,8.59,9.0,0.0,6.0,7.0,2.0,5.0
2025-12,90282,Sierra de la Ventana,58.591,697.4411764705883,40.84,21.82,33.33,3,19,479,172,46.0,4.67,21.0,20.0,8.0,6.0,5.0,6.0
2025-12,90294,Humahuaca,75.804,276.9130434782609,17.48,10.78,56.3,0,5,73,76,27.0,2.6,40.0,18.0,12.0,10.0,4.0,11.0
2025-12,90309,Mar del Sur,41.843,505.6206896551724,59.7,37.22,46.32,0,17,396,107,29.0,9.82,13.0,6.0,6.0,2.0,6.0,6.0
2025-12,90330,Puerto Esperanza,,46.66666666666666,28.0,1.44,0.0,1,0,31,0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
2025-12,90360,Las Gaviotas,68.373,1366.724832214765,73.63,61.65,56.21,1,76,1207,1000,152.0,6.42,56.0,47.0,68.0,80.0,37.0,56.0
2025-12,90398,Epuyen,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12,102211,Salta,88.225,558.876168224299,21.13,18.83,51.87,46,379,6587,5835,975.0,4.3,1128.0,382.0,434.0,378.0,195.0,255.0
2025-12,102249,San Martín de los Andes,60.348,1074.633187772926,56.28,43.88,50.89,24,585,10329,7150,1222.0,5.72,621.0,374.0,466.0,554.0,280.0,508.0
2025-12,102804,Santa Fe,90.331,621.5071428571429,25.58,21.06,53.12,11,156,2538,2358,315.0,4.75,422.0,144.0,137.0,81.0,42.0,31.0
2025-12,103046,San Salvador de Jujuy,76.677,395.8959731543624,18.89,12.91,43.1,15,118,2410,1531,357.0,4.17,425.0,155.0,136.0,89.0,43.0,77.0
2025-12,103869,Corrientes,85.623,689.5152542372881,30.67,18.97,42.75,26,120,2680,1674,416.0,3.94,427.0,181.0,171.0,121.0,31.0,78.0
2025-12,82014946,Merlo,58.153,560.4150943396227,27.49,21.58,36.23,8,73,1742,730,183.0,6.0,75.0,52.0,69.0,46.0,26.0,38.0
2025-12,82014947,Lujan de Cuyo,69.593,1593.044147157191,56.89,57.36,53.4,10,767,11250,11510,1540.0,4.9,780.0,478.0,687.0,790.0,549.0,1508.0
2025-12,82014948,Ciudad de San Rafael,60.262,420.2245762711864,24.62,15.19,37.65,18,109,2628,1130,288.0,4.9,179.0,84.0,94.0,61.0,27.0,64.0
2025-12,82015165,Pinamar,56.287,1498.794043412418,76.58,73.07,52.63,27,762,13593,8643,2083.0,6.99,780.0,490.0,717.0,741.0,469.0,742.0
2025-12,82015398,Villa Catedral,58.909,904.5575221238938,75.62,54.63,51.11,4,56,1131,507,127.0,5.81,31.0,23.0,20.0,16.0,21.0,37.0
2025-12,82015430,Villa Gesell,50.037,655.5689948892675,40.3,35.3,45.61,11,194,4271,1780,617.0,7.01,288.0,186.0,185.0,197.0,77.0,121.0
2025-12,82015492,El Bolson,65.875,646.9183006535948,33.19,24.83,48.17,10,147,2810,1851,340.0,5.59,250.0,101.0,142.0,154.0,70.0,95.0
2025-12,82015515,Santiago del Estero,84.642,412.0330882352941,29.56,17.19,31.47,1,121,2717,899,276.0,3.53,311.0,142.0,97.0,33.0,7.0,23.0
2025-12,82015553,San Nicolas de los Arroyos,68.606,771.2380952380952,41.46,25.82,39.66,11,54,1232,671,124.0,3.54,137.0,48.0,58.0,43.0,25.0,26.0
2025-12,82015643,Concepcion del Uruguay,66.067,830.104347826087,30.68,25.25,41.03,11,57,1293,762,145.0,3.99,100.0,59.0,60.0,53.0,27.0,17.0
2025-12,82015644,Concordia,77.345,664.3582089552239,31.18,25.0,45.83,5,71,1441,851,145.0,4.11,143.0,69.0,100.0,70.0,38.0,31.0
2025-12,82015645,Gualeguaychu,62.77,628.281045751634,39.29,21.0,36.78,12,64,1547,641,208.0,4.84,136.0,62.0,71.0,49.0,26.0,24.0
2025-12,82015646,Mar de Ajo,58.753,574.4912280701755,35.53,32.04,51.16,1,43,939,397,119.0,6.66,70.0,27.0,53.0,25.0,15.0,22.0
2025-12,82015647,Monte Hermoso,51.592,1045.263888888889,69.67,77.53,58.83,1,100,2154,813,219.0,6.89,93.0,47.0,75.0,70.0,53.0,61.0
2025-12,82015649,Municipio de Rio Gallegos,91.205,567.7536231884058,18.25,19.56,48.52,0,33,531,459,75.0,2.9,138.0,43.0,31.0,18.0,13.0,48.0
2025-12,82015650,Municipio de Trelew,94.548,645.0,42.17,22.42,46.64,3,38,714,513,75.0,3.44,115.0,46.0,45.0,25.0,12.0,28.0
2025-12,82015651,Municipio la Falda,63.624,589.6666666666666,43.74,22.19,30.87,3,44,1004,364,86.0,4.23,44.0,23.0,37.0,21.0,24.0,15.0
2025-12,82015652,Municipio Puerto Madryn,71.062,758.8355899419729,35.33,27.19,44.09,34,268,5540,3337,579.0,5.73,342.0,174.0,218.0,202.0,110.0,174.0
2025-12,82015653,Rafaela,81.762,823.03125,35.83,33.21,54.37,0,14,232,193,32.0,4.15,46.0,17.0,27.0,15.0,5.0,1.0
2025-12,82015654,San Luis,91.002,434.7407407407408,19.5,14.2,40.78,6,25,584,336,96.0,4.38,114.0,59.0,49.0,31.0,6.0,21.0
2025-12,82015655,Termas de Rio Hondo,59.636,167.7575757575758,16.21,7.24,30.11,0,8,192,53,35.0,2.32,42.0,5.0,4.0,1.0,0.0,1.0
2025-12,82015656,Viedma,93.25,666.6935483870968,21.57,23.27,44.36,2,26,511,342,65.0,4.95,79.0,28.0,35.0,15.0,5.0,11.0
2025-12,82015657,Municipio de El Calafate,82.346,1149.678876678877,42.15,40.56,62.55,9,250,3251,4442,847.0,2.63,1319.0,520.0,700.0,951.0,573.0,1243.0
2025-12,82015659,Parana,81.829,797.3446327683616,24.78,25.81,45.65,16,104,2076,1479,206.0,4.52,231.0,82.0,122.0,93.0,47.0,42.0
2025-11,5,Buenos Aires,96.217,1316.286193081131,29.3,47.11,84.83,145,10875,54654,256632,26431.0,5.62,27862.0,16650.0,19608.0,16072.0,7612.0,10741.0
2025-11,89956,Ciudad de Mendoza,87.997,745.6845703125,25.01,27.67,61.69,36,882,11534,14883,2140.0,4.42,2457.0,956.0,1121.0,1073.0,548.0,774.0
2025-11,89957,Cordoba,96.734,713.9453189726595,23.29,25.31,60.55,86,1122,15569,19137,2647.0,4.88,3809.0,1381.0,1249.0,768.0,291.0,349.0
2025-11,89961,Mar del Plata,60.052,848.8338345864662,34.23,37.01,56.71,43,1918,31078,25410,4106.0,5.07,3057.0,1504.0,1918.0,1602.0,647.0,655.0
2025-11,89962,Colonia Caroya,53.798,848.0,0.0,24.58,0.0,0,0,0,0,3.0,7.6,3.0,1.0,1.0,0.0,0.0,0.0
2025-11,89963,Rosario,97.674,626.5406779661017,21.98,21.81,58.62,53,601,8618,10183,1307.0,4.75,1957.0,714.0,683.0,419.0,151.0,197.0
2025-11,89966,Bahia Blanca,97.943,741.7427385892116,29.29,26.5,64.02,7,126,1515,2224,267.0,4.14,470.0,157.0,139.0,99.0,45.0,34.0
2025-11,89967,Tandil,75.122,776.0336879432624,41.9,32.14,41.19,3,295,5480,2994,575.0,3.44,378.0,256.0,303.0,268.0,149.0,198.0
2025-11,89968,Neuquen,94.115,908.1015037593984,36.93,32.82,53.07,8,134,2093,1886,291.0,4.24,464.0,173.0,138.0,92.0,33.0,31.0
2025-11,89970,Resistencia,93.16,527.5084745762712,25.04,20.7,57.79,2,83,1273,1232,184.0,3.28,301.0,131.0,120.0,66.0,39.0,56.0
2025-11,89971,San Miguel de Tucuman,93.751,485.9249394673124,22.01,16.47,48.98,29,189,3469,2758,471.0,4.45,607.0,192.0,243.0,157.0,53.0,42.0
2025-11,89972,La Cumbre,53.48,795.5945945945946,40.82,32.19,43.94,4,44,885,479,81.0,3.99,44.0,24.0,36.0,31.0,4.0,18.0
2025-11,89979,La Rioja,93.732,376.3050847457627,22.64,12.97,27.49,7,26,775,204,82.0,4.39,57.0,20.0,20.0,11.0,3.0,6.0
2025-11,89988,Rio Cuarto,95.224,610.2588235294118,24.3,21.58,52.28,2,41,620,618,89.0,3.73,148.0,63.0,61.0,26.0,24.0,10.0
2025-11,89991,Formosa,91.919,499.6607142857143,20.45,16.82,45.93,3,27,510,378,62.0,4.14,104.0,36.0,26.0,10.0,3.0,5.0
2025-11,89992,Posadas,94.727,532.4655172413793,22.04,20.23,50.73,17,206,3654,2795,445.0,4.27,664.0,198.0,184.0,130.0,43.0,76.0
2025-11,89993,San Carlos de Bariloche,79.429,926.2792571829012,37.97,35.29,55.76,133,1566,25728,22929,3107.0,4.92,2188.0,984.0,1222.0,1425.0,770.0,1275.0
2025-11,89997,Rio Grande,93.501,688.2388059701492,31.4,26.17,49.42,1,28,448,383,69.0,4.32,91.0,22.0,24.0,23.0,15.0,12.0
2025-11,90004,San Fernando del Valle de Catamarca,85.54,483.0990099009901,26.26,19.27,39.05,5,43,947,419,118.0,2.91,158.0,52.0,53.0,30.0,16.0,23.0
2025-11,90005,Villa Maria,81.664,487.3492063492063,25.75,16.38,45.39,4,33,660,433,74.0,4.54,98.0,31.0,21.0,14.0,4.0,24.0
